id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Znese_z_DDV,Fakturiral,Izvajalec
11.673,40.404,38.141.515,22. 12. 2014,0,"23,00","28,06",037,038
11.674,29.543,38.642.832,6. 10. 2014,0,"-6,30","-7,56",037,007
11.675,29.546,38.642.832,6. 10. 2014,0,"-6,30","-7,56",037,007
11.676,29.549,38.642.832,6. 10. 2014,0,"6,30","7,69",037,007
11.677,29.550,38.642.832,6. 10. 2014,0,"6,30","7,69",037,007
11.678,39.606,38.655.110,12. 11. 2014,0,"6,30","7,69",037,024
11.679,32.651,38.706.342,3. 11. 2014,0,"23,00","28,06",037,005
11.680,39.705,38.854.759,16. 12. 2014,1,"20,00","24,40",063,008
11.681,35.097,38.857.910,13. 11. 2014,1,"16,00","19,52",107,075
11.682,31.634,38.865.084,24. 10. 2014,0,"109,60","133,71",037,009
11.683,36.017,38.925.664,20. 11. 2014,0,"23,00","28,06",014,031
11.684,36.038,39.048.098,13. 11. 2014,0,"6,30","7,69",014,076
11.685,40.396,39.110.079,22. 12. 2014,0,"213,45","260,41",037,068
11.686,32.231,39.213.102,28. 10. 2014,0,"36,00","43,92",037,064
11.687,35.345,39.270.700,19. 11. 2014,0,"23,00","28,06",014,031
11.688,31.637,39.405.257,24. 10. 2014,0,"23,00","28,06",035,028
11.689,31.567,39.470.628,22. 10. 2014,0,"23,00","28,06",037,067
11.690,31.716,39.470.628,27. 10. 2014,0,"155,60","189,83",014,031
11.691,31.768,39.470.628,27. 10. 2014,0,"225,70","275,35",014,033
11.692,30.624,39.523.233,15. 10. 2014,0,"11,60","14,15",037,027
11.693,40.248,39.741.397,19. 12. 2014,0,"23,00","28,06",037,072
11.694,35.662,39.838.048,20. 11. 2014,0,"32,60","39,77",014,075
11.695,38.494,39.982.084,9. 12. 2014,0,"53,20","64,90",037,008
11.696,36.216,40.261.956,25. 11. 2014,0,"23,00","28,06",014,018
11.697,33.333,40.451.372,7. 11. 2014,0,"23,00","28,06",037,005
11.698,36.014,40.586.871,20. 11. 2014,0,"23,00","28,06",014,031
11.699,40.882,40.680.703,29. 12. 2014,0,"23,00","28,06",037,075
11.700,30.806,40.806.049,16. 10. 2014,0,"119,10","145,30",037,027
11.701,32.983,40.854.167,5. 11. 2014,0,"115,00","140,30",037,064
11.702,506,40.867.609,13. 1. 2015,0,"10,00","12,20",037,027
11.703,39.693,40.899.276,17. 12. 2014,0,"23,00","28,06",037,072
11.704,37.002,40.912.167,28. 11. 2014,0,"23,00","28,06",037,031
11.705,35.349,41.017.170,19. 11. 2014,0,"23,00","28,06",014,031
11.706,35.381,41.344.570,19. 11. 2014,0,"37,00","45,14",014,075
11.707,38.442,41.407.849,9. 12. 2014,0,"37,00","45,14",037,027
11.708,34.813,41.438.671,14. 11. 2014,0,"37,00","45,14",014,042
11.709,727,41.648.293,14. 1. 2015,0,"95,45","116,45",037,033
11.710,31.230,41.680.138,20. 10. 2014,0,"23,00","28,06",037,007
11.711,32.130,41.852.028,27. 10. 2014,0,"186,70","227,77",014,017
11.712,43,62.757,5. 1. 2015,0,"23,00","28,06",037,005
11.713,34.482,42.075.807,14. 11. 2014,0,"23,00","28,06",014,028
11.714,31.762,42.166.519,23. 10. 2014,1,"23,00","28,06",063,008
11.715,39.082,42.338.590,11. 12. 2014,1,"37,00","45,14",107,008
11.716,39.263,42.338.590,12. 12. 2014,1,"9,00","10,98",107,008
11.717,34.211,42.399.017,12. 11. 2014,0,"20,00","24,40",037,031
11.718,36.745,42.514.436,26. 11. 2014,0,"23,00","28,06",063,038
11.719,32.773,42.521.777,3. 11. 2014,0,"58,00","70,76",037,017
11.720,34.992,42.531.152,17. 11. 2014,0,"23,00","28,06",014,031
11.721,30.312,42.588.472,13. 10. 2014,0,"37,00","45,14",037,027
11.722,35.313,42.742.005,18. 11. 2014,0,"58,00","70,76",014,017
11.723,37.742,42.742.005,3. 12. 2014,0,"58,00","70,76",037,033
11.724,38.512,42.742.005,9. 12. 2014,0,"58,00","70,76",037,017
11.725,38.650,42.742.005,10. 12. 2014,0,"58,00","70,76",037,033
11.726,39.537,43.191.487,15. 12. 2014,0,"23,00","28,06",037,018
11.727,32.861,43.211.127,4. 11. 2014,0,"23,00","28,06",037,005
11.728,966,43.444.563,7. 1. 2015,1,"20,00","24,40",063,026
11.729,30.648,43.538.860,15. 10. 2014,0,"23,00","28,06",037,064
11.730,35.352,43.638.333,19. 11. 2014,0,"69,00","84,18",014,031
11.731,35.388,43.826.032,17. 11. 2014,1,"23,00","28,06",063,008
11.732,32.949,44.029.942,5. 11. 2014,0,"26,00","31,72",037,028
11.733,35.340,44.197.527,18. 11. 2014,0,"23,00","28,06",014,001
11.734,30.084,44.348.045,9. 10. 2014,0,"23,00","28,06",037,075
11.735,38.938,44.513.186,10. 12. 2014,1,"10,00","12,20",107,027
11.736,38.485,44.589.140,9. 12. 2014,0,"23,00","28,06",037,024
11.737,39.090,44.768.168,15. 12. 2014,0,"54,00","65,88",037,017
11.738,39.581,44.768.168,15. 12. 2014,0,"58,00","70,76",037,033
11.739,37.514,44.897.596,2. 12. 2014,0,"23,00","28,06",037,024
11.740,35.467,44.990.812,18. 11. 2014,1,"37,00","45,14",063,072
11.741,41.050,45.346.321,24. 12. 2014,0,"6,30","7,69",037,005
11.742,300,45.346.321,9. 1. 2015,0,"23,00","28,06",037,072
11.743,38.503,45.875.472,5. 12. 2014,0,"6,30","7,69",037,013
11.744,41.037,61.340,22. 12. 2014,1,"23,00","28,06",063,031
11.745,29.933,46.065.334,8. 10. 2014,0,"37,00","45,14",037,076
11.746,30.582,46.237.780,10. 10. 2014,1,"10,00","12,20",063,021
11.747,31.447,46.434.011,22. 10. 2014,0,"37,00","45,14",037,031
11.748,39.650,46.542.361,17. 12. 2014,0,"23,00","28,06",037,075
11.749,33.903,46.597.000,5. 11. 2014,0,"70,00","85,40",037,017
11.750,35.142,64.210,17. 11. 2014,0,"58,00","70,76",014,033
11.751,34.822,46.693.289,12. 11. 2014,1,"20,00","24,40",063,026
11.752,38.322,46.748.873,5. 12. 2014,0,"26,00","31,72",037,007
11.753,677,46.938.885,13. 1. 2015,0,"26,00","31,72",037,011
11.754,30.978,47.069.708,17. 10. 2014,0,"37,00","45,14",037,075
11.755,40.596,47.327.774,23. 12. 2014,0,"23,00","28,06",037,064
11.756,30.927,47.328.304,17. 10. 2014,0,"44,20","53,92",037,011
11.757,30.931,47.328.304,14. 10. 2014,0,"114,85","140,12",037,033
11.758,30.932,47.328.304,14. 10. 2014,0,"75,60","92,23",037,033
11.759,30.933,47.328.304,14. 10. 2014,0,"75,60","92,23",037,033
11.760,30.934,47.328.304,15. 10. 2014,0,"82,45","100,59",037,033
11.761,33.215,47.328.304,5. 11. 2014,0,"58,70","71,61",037,011
11.762,32.978,47.450.258,5. 11. 2014,0,"37,00","45,14",037,076
11.763,33.691,47.572.183,11. 11. 2014,0,"23,00","28,06",037,005
11.764,33.243,47.609.150,6. 11. 2014,0,"79,20","96,62",037,011
11.765,33.883,48.026.808,12. 11. 2014,0,"10,00","12,20",037,021
11.766,36.336,48.379.158,21. 11. 2014,0,"37,00","45,14",014,022
11.767,207,48.623.148,8. 1. 2015,0,"23,00","28,06",037,005
11.768,1.581,48.677.523,17. 1. 2015,1,"23,00","28,06",063,064
11.769,39.344,48.778.575,15. 12. 2014,0,"23,00","28,06",037,005
11.770,39.577,49.106.481,16. 12. 2014,0,"89,00","108,58",037,017
11.771,33.935,49.204.335,5. 11. 2014,1,"20,00","24,40",107,026
11.772,40.705,49.336.363,24. 12. 2014,0,"20,00","24,40",037,075
11.773,37.217,49.346.989,29. 11. 2014,0,"88,70","108,21",037,017
11.774,30.358,49.481.967,13. 10. 2014,0,"54,00","65,88",037,017
11.775,31.702,49.481.967,24. 10. 2014,0,"54,00","65,88",014,017
11.776,34.245,49.481.967,13. 11. 2014,0,"54,00","65,88",037,017
11.777,31.240,49.843.249,21. 10. 2014,0,"69,80","85,16",037,021
11.778,29.449,49.872.770,3. 10. 2014,0,"23,00","28,06",037,072
11.779,1.836,49.977.725,21. 1. 2015,0,"92,00","112,24",037,076
11.780,40.987,50.238.205,23. 12. 2014,1,"20,00","24,40",063,008
11.781,39.574,50.500.406,16. 12. 2014,0,"168,20","205,20",037,033
11.782,38.264,50.518.615,8. 12. 2014,0,"37,00","45,14",037,013
11.783,38.653,51.571.692,4. 12. 2014,0,"6,30","7,69",037,005
11.784,34.974,51.828.740,11. 11. 2014,0,"181,85","221,86",014,017
11.785,33.364,51.991.721,7. 11. 2014,0,"37,00","45,14",037,076
11.786,33.246,62.709,6. 11. 2014,0,"6,30","7,69",037,008
11.787,41.278,62.709,18. 12. 2014,0,"6,30","7,69",037,008
11.788,35.344,52.176.312,19. 11. 2014,0,"37,00","45,14",014,031
11.789,414,52.255.301,12. 1. 2015,0,"20,00","24,40",037,013
11.790,847,52.374.866,14. 1. 2015,0,"32,00","39,04",037,007
11.791,39.621,52.566.048,17. 12. 2014,0,"37,00","45,14",037,022
11.792,35.692,52.647.862,20. 11. 2014,0,"37,00","45,14",014,026
11.793,38,64.441,5. 1. 2015,0,"23,00","28,06",037,041
11.794,31.584,53.035.143,22. 10. 2014,0,"23,00","28,06",037,021
11.795,34.473,53.706.293,14. 11. 2014,0,"23,00","28,06",014,031
11.796,266,53.985.648,9. 1. 2015,0,"83,90","102,36",037,008
11.797,1.423,53.990.676,19. 1. 2015,0,"23,00","28,06",037,075
11.798,38.482,54.194.776,9. 12. 2014,0,"26,00","31,72",037,042
11.799,40.209,54.323.401,19. 12. 2014,0,"37,00","45,14",037,015
11.800,1.388,54.724.996,19. 1. 2015,0,"26,00","31,72",037,009
11.801,38.727,54.783.003,11. 12. 2014,0,"23,00","28,06",037,028
11.802,38.844,54.858.470,11. 12. 2014,0,"52,85","64,48",037,011
11.803,37,64.442,5. 1. 2015,0,"23,00","28,06",037,041
11.804,36.261,54.907.381,21. 11. 2014,0,"23,00","28,06",014,005
11.805,31.435,54.925.070,22. 10. 2014,0,"14,00","17,08",037,027
11.806,30.342,54.954.355,9. 10. 2014,0,"58,00","70,76",037,017
11.807,38.700,55.085.067,11. 12. 2014,0,"26,00","31,72",037,027
11.808,52,55.134.106,5. 1. 2015,0,"23,00","28,06",037,026
11.809,1.270,55.156.614,16. 1. 2015,0,"151,00","184,22",037,026
11.810,794,55.517.951,15. 1. 2015,0,"80,80","98,58",037,033
11.811,34.991,55.616.526,17. 11. 2014,0,"23,00","28,06",014,031
11.812,40.230,55.731.643,19. 12. 2014,0,"23,00","28,06",037,018
11.813,41.307,55.731.643,31. 12. 2014,0,"-23,00","-28,06",037,018
11.814,36.335,55.926.762,21. 11. 2014,0,"20,00","24,40",014,022
11.815,38.821,22.084.258,10. 12. 2014,0,"37,00","45,14",037,026
11.816,38.137,56.035.993,4. 12. 2014,1,"37,00","45,14",063,076
11.817,1.758,56.056.176,20. 1. 2015,0,"23,00","28,06",037,075
11.818,29.618,56.091.192,3. 10. 2014,1,"37,00","45,14",063,042
11.819,33.185,56.168.080,6. 11. 2014,0,"92,00","112,24",037,005
11.820,41.051,56.305.001,23. 12. 2014,0,"6,30","7,69",037,005
11.821,41.289,56.305.001,31. 12. 2014,0,"-6,30","-7,69",037,005
11.822,36.358,56.370.253,18. 11. 2014,0,"88,85","108,40",014,017
11.823,30.383,56.511.205,13. 10. 2014,0,"82,00","100,04",037,017
11.824,31.862,56.558.589,21. 10. 2014,1,"10,00","12,20",063,042
11.825,36.940,56.612.362,28. 11. 2014,0,"23,00","28,06",037,028
11.826,38.561,56.645.759,10. 12. 2014,0,"20,00","24,40",037,013
11.827,809,56.719.221,7. 1. 2015,1,"37,00","45,14",063,022
11.828,36.305,56.866.801,18. 11. 2014,0,"162,85","198,68",014,017
11.829,37.435,57.046.697,2. 12. 2014,0,"26,00","31,72",037,021
11.830,34.279,57.321.019,13. 11. 2014,0,"23,00","28,06",037,018
11.831,31.025,57.404.135,20. 10. 2014,0,"23,00","28,06",037,001
11.832,29.806,57.661.561,7. 10. 2014,0,"23,00","28,06",037,024
11.833,30.139,57.661.561,10. 10. 2014,0,"210,00","256,20",037,067
11.834,30.321,57.661.561,10. 10. 2014,0,"96,00","117,12",037,005
11.835,30.751,57.661.561,17. 10. 2014,0,"40,00","48,80",037,005
11.836,31.520,57.803.315,23. 10. 2014,0,"35,00","42,70",037,064
11.837,39.193,57.919.178,15. 12. 2014,0,"23,00","28,06",037,027
11.838,31.434,57.982.449,22. 10. 2014,0,"23,00","28,06",037,027
11.839,39.254,64.337,12. 12. 2014,1,"37,00","45,14",107,076
11.840,35.347,57.991.006,19. 11. 2014,0,"23,00","28,06",014,031
11.841,841,58.142.304,14. 1. 2015,0,"23,00","28,06",037,007
11.842,30.217,58.318.852,9. 10. 2014,1,"37,00","45,14",063,008
11.843,31.719,58.346.635,25. 10. 2014,0,"76,00","92,72",014,076
11.844,36.468,58.445.099,13. 11. 2014,0,"6,30","7,69",014,022
11.845,30.355,58.624.228,3. 10. 2014,0,"54,00","65,88",037,017
11.846,30.985,58.624.228,17. 10. 2014,0,"54,00","65,88",037,017
11.847,30.986,58.624.228,17. 10. 2014,0,"54,00","65,88",037,017
11.848,30.987,58.624.228,17. 10. 2014,0,"54,00","65,88",037,017
11.849,30.988,58.624.228,17. 10. 2014,0,"54,00","65,88",037,017
11.850,31.304,58.624.228,21. 10. 2014,0,"54,00","65,88",037,017
11.851,32.128,58.624.228,27. 10. 2014,0,"54,00","65,88",014,017
11.852,33.862,58.624.228,11. 11. 2014,0,"58,00","70,76",037,017
11.853,36.069,58.624.228,24. 11. 2014,0,"58,00","70,76",014,033
11.854,36.304,58.624.228,21. 11. 2014,0,"15,00","18,30",014,008
11.855,37.189,58.624.228,26. 11. 2014,0,"58,00","70,76",037,017
11.856,39.191,58.624.228,11. 12. 2014,0,"58,00","70,76",037,017
11.857,190,59.038.497,8. 1. 2015,0,"23,00","28,06",037,024
11.858,36.301,59.138.645,24. 11. 2014,0,"219,20","267,42",014,031
11.859,33.275,64.123,27. 10. 2014,1,"37,00","45,14",108,026
11.860,31.591,59.410.825,23. 10. 2014,0,"23,00","28,06",037,031
11.861,31.644,59.410.825,24. 10. 2014,0,"37,80","46,12",035,031
11.862,30.537,59.418.761,15. 10. 2014,0,"58,00","70,76",037,033
11.863,35.351,59.596.775,19. 11. 2014,0,"23,00","28,06",014,031
11.864,32.236,59.711.337,27. 10. 2014,0,"68,60","83,69",037,076
11.865,38.491,59.751.703,9. 12. 2014,0,"37,00","45,14",037,072
11.866,30.788,60.058.935,15. 10. 2014,0,"23,00","28,06",037,075
11.867,38.623,60.081.295,10. 12. 2014,0,"110,85","135,24",037,027
11.868,792,60.435.895,15. 1. 2015,0,"80,80","98,58",037,033
11.869,38.302,60.520.566,8. 12. 2014,0,"6,30","7,69",037,018
11.870,31.676,60.592.311,27. 10. 2014,0,"23,00","28,06",014,024
11.871,33.330,60.674.962,7. 11. 2014,0,"23,00","28,06",037,005
11.872,32.088,60.720.492,28. 10. 2014,0,"23,00","28,06",014,005
11.873,34.995,60.790.393,17. 11. 2014,0,"23,00","28,06",014,031
11.874,40.234,61.321.869,19. 12. 2014,1,"23,00","28,06",107,075
11.875,40.550,61.321.869,19. 12. 2014,0,"37,00","45,14",037,075
11.876,1.225,61.362.387,16. 1. 2015,0,"23,00","28,06",037,075
11.877,30.340,61.510.971,6. 10. 2014,0,"125,70","153,35",037,017
11.878,39.478,61.647.802,16. 12. 2014,0,"37,00","45,14",037,075
11.879,30.816,61.705.462,16. 10. 2014,0,"37,00","45,14",037,015
11.880,32.764,61.740.268,4. 11. 2014,0,"58,00","70,76",037,033
11.881,38.507,61.740.268,10. 12. 2014,0,"58,00","70,76",037,033
11.882,39.583,61.740.268,16. 12. 2014,0,"58,00","70,76",037,033
11.883,37.183,61.753.181,29. 11. 2014,0,"96,00","117,12",037,017
11.884,34.850,61.773.115,12. 11. 2014,1,"32,20","39,28",063,026
11.885,739,61.965.405,14. 1. 2015,0,"95,45","116,45",037,033
11.886,31.036,61.974.714,15. 10. 2014,0,"23,00","28,06",037,031
11.887,34.151,62.027.697,13. 11. 2014,0,"23,00","28,06",037,031
11.888,36.396,62.125.435,25. 11. 2014,0,"23,00","28,06",014,001
11.889,31.625,62.396.579,24. 10. 2014,0,"23,00","28,06",037,009
11.890,29.433,62.450.832,3. 10. 2014,0,"58,00","70,76",037,033
11.891,35.141,62.450.832,17. 11. 2014,0,"58,00","70,76",014,033
11.892,30.376,62.472.224,14. 10. 2014,0,"23,00","28,06",037,072
11.893,38.567,62.614.126,10. 12. 2014,0,"353,30","431,03",037,009
11.894,38.649,63.001.047,10. 12. 2014,0,"37,00","45,14",037,064
11.895,36,64.443,5. 1. 2015,0,"23,00","28,06",037,041
11.896,33.855,63.146.584,11. 11. 2014,0,"58,00","70,76",037,017
11.897,34.966,63.146.584,14. 11. 2014,0,"58,00","70,76",014,017
11.898,35.403,63.146.584,18. 11. 2014,0,"120,00","146,40",014,033
11.899,33.784,62.816,6. 11. 2014,1,"23,00","28,06",107,024
11.900,32.778,61.343,29. 10. 2014,1,"16,00","19,52",063,064
11.901,38.622,63.329.778,10. 12. 2014,0,"20,00","24,40",037,027
11.902,29.606,63.424.738,6. 10. 2014,0,"23,00","28,06",037,021
11.903,34.552,63.708.108,12. 11. 2014,1,"23,00","28,06",107,009
11.904,36.405,64.066.126,25. 11. 2014,0,"23,00","28,06",014,021
11.905,33.901,64.067.076,5. 11. 2014,0,"110,85","135,24",037,017
11.906,30.936,64.526.208,16. 10. 2014,0,"82,45","100,59",037,033
11.907,33.208,64.526.208,6. 11. 2014,0,"37,00","45,14",037,064
11.908,33.555,64.526.208,10. 11. 2014,0,"37,00","45,14",037,064
11.909,33.556,64.526.208,10. 11. 2014,0,"38,40","46,85",037,064
11.910,33.850,64.526.208,12. 11. 2014,0,"104,80","127,86",037,064
11.911,40.601,62.812.220,23. 12. 2014,0,"23,00","28,06",037,021
11.912,40.597,64.538.583,23. 12. 2014,0,"20,00","24,40",037,008
11.913,835,64.852.458,15. 1. 2015,0,"74,00","90,28",037,022
11.914,35,64.444,5. 1. 2015,0,"23,00","28,06",037,041
11.915,1.623,64.444,20. 1. 2015,0,"-23,00","-28,06",037,041
11.916,35.575,65.284.089,20. 11. 2014,0,"23,00","28,06",014,072
11.917,40.812,65.284.089,29. 12. 2014,0,"-23,00","-28,06",037,072
11.918,41.128,65.284.089,1. 12. 2014,0,"23,00","28,06",037,072
11.919,41.306,65.284.089,31. 12. 2014,0,"-23,00","-28,06",037,072
11.920,31.583,65.307.941,22. 10. 2014,0,"37,00","45,14",037,021
11.921,30.341,65.649.427,6. 10. 2014,0,"86,00","104,92",037,017
11.922,31.615,65.701.127,16. 10. 2014,0,"6,30","7,69",037,076
11.923,35.582,65.701.127,19. 11. 2014,0,"25,00","30,50",014,064
11.924,33.320,65.715.845,5. 11. 2014,0,"16,00","19,52",037,031
11.925,782,65.810.325,14. 1. 2015,0,"23,00","28,06",037,075
11.926,35.411,66.248.981,19. 11. 2014,0,"58,00","70,76",014,033
11.927,1.437,66.295.955,19. 1. 2015,0,"23,00","28,06",037,005
11.928,37.163,66.419.492,14. 11. 2014,0,"6,30","7,69",037,031
11.929,29.798,66.464.315,7. 10. 2014,0,"23,00","28,06",037,072
11.930,40.953,66.719.895,31. 12. 2014,0,"26,00","31,72",037,027
11.931,35.346,66.727.707,19. 11. 2014,0,"23,00","28,06",014,031
11.932,34.984,66.857.040,17. 11. 2014,0,"23,00","28,06",014,027
11.933,40.008,66.896.835,18. 12. 2014,0,"23,00","28,06",037,001
11.934,35.146,66.989.086,18. 11. 2014,0,"14,00","17,08",014,024
11.935,35.398,67.013.457,18. 11. 2014,0,"319,60","389,91",014,076
11.936,36.625,67.013.457,18. 11. 2014,0,"-319,60","-389,91",014,076
11.937,36.626,67.013.457,18. 11. 2014,0,"271,60","331,35",014,076
11.938,828,67.254.101,14. 1. 2015,0,"69,00","84,18",037,022
11.939,31.556,67.610.242,23. 10. 2014,0,"26,00","31,72",037,072
11.940,33.272,67.627.943,29. 10. 2014,1,"20,00","24,40",108,026
11.941,38.621,67.763.413,10. 12. 2014,0,"23,00","28,06",037,027
11.942,32.366,67.807.020,30. 10. 2014,0,"41,00","50,02",037,015
11.943,37.131,67.960.626,27. 11. 2014,0,"26,00","31,72",037,064
11.944,40.164,68.225.776,18. 12. 2014,0,"58,00","70,76",037,017
11.945,32.774,68.226.535,4. 11. 2014,0,"20,00","24,40",037,072
11.946,40.159,64.388,18. 12. 2014,0,"23,00","28,06",037,001
11.947,40.849,68.412.886,23. 12. 2014,0,"91,45","111,57",037,017
11.948,1.728,68.412.886,19. 1. 2015,0,"83,60","101,99",037,018
11.949,363,68.671.083,12. 1. 2015,0,"115,80","141,28",037,009
11.950,115,69.179.476,7. 1. 2015,0,"26,00","31,72",037,007
11.951,37.940,69.315.400,5. 12. 2014,0,"23,00","28,06",037,008
11.952,32.648,69.355.240,3. 11. 2014,0,"34,10","41,60",037,005
11.953,1.791,69.543.364,20. 1. 2015,0,"23,00","28,06",037,011
11.954,40.811,30.294.002,1. 12. 2014,0,"23,00","28,06",037,072
11.955,39.680,69.739.153,17. 12. 2014,0,"23,00","28,06",037,027
11.956,34.768,69.755.485,12. 11. 2014,1,"37,00","45,14",063,007
11.957,33.206,69.794.057,6. 11. 2014,0,"23,00","28,06",037,076
11.958,30.928,70.418.136,13. 10. 2014,0,"281,90","343,92",037,033
11.959,306,70.459.169,9. 1. 2015,0,"23,00","28,06",037,075
11.960,317,70.459.169,9. 1. 2015,0,"23,00","28,06",037,075
11.961,319,70.459.169,9. 1. 2015,0,"23,00","28,06",037,075
11.962,320,70.459.169,9. 1. 2015,0,"23,00","28,06",037,075
11.963,321,70.459.169,9. 1. 2015,0,"23,00","28,06",037,075
11.964,322,70.459.169,9. 1. 2015,0,"23,00","28,06",037,075
11.965,403,70.459.169,12. 1. 2015,0,"23,00","28,06",037,075
11.966,407,70.459.169,9. 1. 2015,0,"23,00","28,06",037,075
11.967,37.969,70.479.771,5. 12. 2014,0,"37,00","45,14",037,024
11.968,35.548,70.595.674,18. 11. 2014,1,"10,00","12,20",063,026
11.969,29.761,70.789.509,7. 10. 2014,0,"23,00","28,06",037,075
11.970,31.235,70.789.509,21. 10. 2014,0,"23,00","28,06",037,075
11.971,33.502,70.789.509,10. 11. 2014,0,"23,00","28,06",037,005
11.972,38.820,70.849.153,11. 12. 2014,0,"37,00","45,14",037,026
11.973,32.086,71.222.928,27. 10. 2014,0,"23,00","28,06",014,005
11.974,32.922,71.308.199,24. 10. 2014,0,"6,30","7,69",037,011
11.975,38.802,71.516.956,11. 12. 2014,0,"23,00","28,06",037,075
11.976,81,64.448,6. 1. 2015,0,"23,00","28,06",037,041
11.977,1.373,64.448,19. 1. 2015,0,"-23,00","-28,06",037,041
11.978,82,64.449,6. 1. 2015,0,"23,00","28,06",037,041
11.979,32.021,72.349.085,21. 10. 2014,1,"26,00","31,72",063,072
11.980,30.411,61.608,14. 10. 2014,0,"23,00","28,06",037,001
11.981,39.097,73.058.033,11. 12. 2014,0,"85,00","103,70",037,017
11.982,37.536,62.758,2. 12. 2014,0,"37,00","45,14",037,013
11.983,38.342,73.347.523,8. 12. 2014,0,"7,59","9,26",037,024
11.984,37.677,73.539.210,3. 12. 2014,0,"64,60","78,81",037,008
11.985,35.148,73.541.346,18. 11. 2014,0,"95,45","116,45",014,033
11.986,35.160,73.541.346,18. 11. 2014,0,"83,60","101,99",014,031
11.987,85,64.450,5. 1. 2015,0,"8,00","9,76",037,075
11.988,38.271,73.690.287,8. 12. 2014,0,"6,30","7,69",037,075
11.989,29.945,73.866.598,8. 10. 2014,0,"37,00","45,14",037,067
11.990,1.499,74.109.987,9. 1. 2015,1,"20,00","24,40",063,021
11.991,108,74.139.487,6. 1. 2015,0,"6,30","7,69",037,009
11.992,30.954,74.419.161,16. 10. 2014,0,"23,00","28,06",037,018
11.993,37.490,74.448.447,2. 12. 2014,0,"23,00","28,06",037,042
11.994,40.041,74.540.157,18. 12. 2014,0,"25,00","30,50",037,064
11.995,32.943,74.841.696,5. 11. 2014,0,"16,00","19,52",037,005
11.996,29.803,75.422.824,6. 10. 2014,0,"58,70","71,61",037,067
11.997,31.950,75.613.131,27. 10. 2014,0,"23,00","28,06",014,064
11.998,38.059,62.759,5. 12. 2014,1,"23,00","28,06",107,028
11.999,35.434,75.868.318,18. 11. 2014,1,"10,00","12,20",063,005
12.000,35.373,76.078.434,19. 11. 2014,0,"23,00","28,06",014,005
12.001,34.113,76.188.191,11. 11. 2014,0,"39,00","47,58",037,022
12.002,1.457,76.333.493,19. 1. 2015,0,"10,00","12,20",037,026
12.003,30.628,76.530.566,15. 10. 2014,0,"23,00","28,06",037,009
12.004,30.568,76.597.270,15. 10. 2014,0,"58,00","70,76",037,017
12.005,31.114,76.597.270,21. 10. 2014,0,"58,00","70,76",037,017
12.006,33.895,76.597.270,12. 11. 2014,0,"58,00","70,76",037,017
12.007,36.313,76.597.270,25. 11. 2014,0,"58,00","70,76",014,017
12.008,791,77.028.694,15. 1. 2015,0,"75,60","92,23",037,033
12.009,36.701,61.346,24. 11. 2014,1,"23,00","28,06",107,024
12.010,31.453,77.520.343,21. 10. 2014,0,"37,00","45,14",037,031
12.011,37.657,77.801.121,28. 11. 2014,1,"26,00","31,72",063,022
12.012,29.364,77.819.292,2. 10. 2014,0,"31,00","37,82",037,017
12.013,30.897,77.833.279,17. 10. 2014,0,"102,60","125,17",037,026
12.014,30.939,77.833.279,17. 10. 2014,0,"114,85","140,12",037,033
12.015,1.452,77.834.160,19. 1. 2015,0,"23,00","28,06",037,005
12.016,39.748,78.089.069,15. 12. 2014,1,"26,00","31,72",107,026
12.017,35.140,78.575.621,17. 11. 2014,0,"23,00","28,06",014,022
12.018,38.803,78.628.199,11. 12. 2014,1,"20,00","24,40",063,026
12.019,540,78.733.731,8. 1. 2015,0,"110,85","135,24",037,017
12.020,38.818,78.855.136,11. 12. 2014,0,"23,00","28,06",037,013
12.021,31.291,79.110.444,20. 10. 2014,1,"37,00","45,14",063,072
12.022,30.627,79.338.119,15. 10. 2014,0,"276,20","336,96",037,009
12.023,32.919,79.338.119,4. 11. 2014,0,"221,70","270,47",037,017
12.024,32.920,79.338.119,4. 11. 2014,0,"85,10","103,82",037,017
12.025,39.480,79.446.582,16. 12. 2014,0,"16,00","19,52",037,038
12.026,30.626,79.450.130,15. 10. 2014,0,"20,00","24,40",037,022
12.027,35.642,80.111.017,20. 11. 2014,0,"23,00","28,06",014,001
12.028,1.749,80.419.437,20. 1. 2015,0,"23,00","28,06",037,007
12.029,33.191,80.838.499,6. 11. 2014,0,"23,00","28,06",037,005
12.030,34.978,81.049.579,12. 11. 2014,0,"58,00","70,76",014,017
12.031,37.198,81.049.579,28. 11. 2014,0,"58,00","70,76",037,017
12.032,37.184,81.236.697,27. 11. 2014,0,"39,00","47,58",037,017
12.033,37.767,81.270.267,4. 12. 2014,0,"75,30","91,87",037,024
12.034,376,81.571.402,12. 1. 2015,0,"23,00","28,06",037,027
12.035,34.228,81.594.941,12. 11. 2014,0,"23,00","28,06",037,072
12.036,40.810,81.594.941,29. 12. 2014,0,"-23,00","-28,06",037,072
12.037,34.968,82.118.094,17. 11. 2014,0,"58,00","70,76",014,017
12.038,35.099,64.209,13. 11. 2014,1,"10,00","12,20",107,075
12.039,37.952,82.488.649,5. 12. 2014,0,"75,30","91,87",037,024
12.040,38.624,82.488.649,10. 12. 2014,0,"44,20","53,92",037,007
12.041,31.425,82.536.414,22. 10. 2014,0,"23,00","28,06",037,075
