id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Fakturiral,Izvajalec
9967,37967,524508,5.12.2014,1,23.00,107,022
9968,38254,62841,26.11.2014,0,6.30,037,001
9969,30837,64012,9.10.2014,1,37.00,063,026
9970,444,524517,12.1.2015,0,23.00,037,022
9971,38255,87699010,26.11.2014,0,6.30,037,001
9972,32790,64108,4.11.2014,0,37.00,037,041
9973,38332,524525,5.12.2014,0,23.00,037,022
9974,40893,62874,15.12.2014,0,6.30,037,031
9975,31593,64048,23.10.2014,0,37.00,037,031
9976,38335,524528,5.12.2014,0,23.00,037,022
9977,37237,62877,19.11.2014,0,6.30,037,005
9978,31704,64058,25.10.2014,0,37.00,014,041
9979,38331,524529,5.12.2014,0,23.00,037,022
9980,31617,62878,16.10.2014,0,6.30,037,076
9981,31933,64066,21.10.2014,1,37.00,063,022
9982,39284,524531,8.12.2014,1,23.00,107,022
9983,39156,62880,5.12.2014,0,6.30,037,021
9984,34202,69785945,10.11.2014,0,37.00,037,031
9985,40469,524532,18.12.2014,0,23.00,037,022
9986,31600,63035,9.10.2014,0,6.30,037,064
9987,34368,64175,13.11.2014,0,37.00,037,075
9988,37980,524534,5.12.2014,1,23.00,107,022
9989,31620,63042,10.10.2014,0,6.30,037,064
9990,34827,64192,12.11.2014,1,37.00,063,026
9991,39285,524535,8.12.2014,1,23.00,107,022
9992,31619,63063,9.10.2014,0,6.30,037,064
9993,34874,64193,10.11.2014,1,37.00,107,021
9994,37976,524536,5.12.2014,1,23.00,107,022
9995,32587,63074,15.10.2014,0,6.30,037,064
9996,34876,64194,12.11.2014,1,37.00,063,008
9997,33510,524976,6.11.2014,0,23.00,037,018
9998,32589,63075,16.10.2014,0,6.30,037,064
9999,35702,94974403,17.11.2014,0,37.00,014,015
10000,33513,524977,6.11.2014,0,23.00,037,018
10001,32590,63077,17.10.2014,0,6.30,037,064
10002,37262,64279,1.12.2014,1,37.00,063,009
10003,33518,524979,7.11.2014,0,23.00,037,018
10004,32588,63079,15.10.2014,0,6.30,037,064
10005,39259,64338,13.12.2014,1,37.00,107,076
10006,33533,524980,10.11.2014,0,23.00,037,018
10007,32585,63157,17.10.2014,0,6.30,037,064
10008,39873,64373,18.12.2014,0,37.00,037,075
10009,33529,524981,10.11.2014,0,23.00,037,018
10010,32586,63161,12.10.2014,0,6.30,037,064
10011,40203,64394,18.12.2014,1,37.00,063,011
10012,33525,524982,10.11.2014,0,23.00,037,018
10013,32716,64104,3.11.2014,0,6.30,037,042
10014,40779,64426,23.12.2014,1,37.00,107,007
10015,33527,524983,10.11.2014,0,23.00,037,018
10016,1493,63838,6.1.2015,0,6.30,037,005
10017,1344,64499,8.1.2015,1,37.00,063,007
10018,34264,524986,11.11.2014,0,23.00,037,018
10019,37047,63463,11.11.2014,0,6.30,037,026
10020,34276,524987,11.11.2014,0,23.00,037,018
10021,32427,63518,17.10.2014,0,6.30,037,001
10022,34115,525008,11.11.2014,0,23.00,037,022
10023,40858,63518,18.12.2014,0,6.30,037,001
10024,34162,525012,6.11.2014,1,23.00,063,007
10025,30536,63997,13.10.2014,0,6.30,037,011
10026,35800,525024,18.11.2014,1,23.00,063,022
10027,30534,63998,13.10.2014,0,6.30,037,011
10028,41120,525718,24.12.2014,1,23.00,063,022
10029,31555,64047,15.10.2014,0,6.30,037,001
10030,224,525815,8.1.2015,0,23.00,037,022
10031,32999,64115,29.10.2014,0,6.30,037,064
10032,574,525849,6.1.2015,1,23.00,063,007
10033,32998,64116,29.10.2014,0,6.30,037,064
10034,958,525851,7.1.2015,1,23.00,063,007
10035,33563,64135,28.10.2014,0,6.30,037,021
10036,36141,525866,24.11.2014,1,23.00,107,027
10037,33715,64142,3.11.2014,0,6.30,037,064
10038,36144,525870,24.11.2014,1,23.00,107,027
10039,33852,64155,7.11.2014,0,6.30,037,011
10040,36147,525871,24.11.2014,1,23.00,107,027
10041,33932,64157,7.11.2014,0,6.30,037,076
10042,36498,525874,25.11.2014,1,23.00,063,027
10043,34381,64176,3.11.2014,0,6.30,037,022
10044,36959,526125,26.11.2014,0,23.00,037,018
10045,35183,64195,10.11.2014,0,6.30,014,009
10046,34286,526217,12.11.2014,0,23.00,037,018
10047,35184,64196,10.11.2014,0,6.30,014,009
10048,34283,526218,12.11.2014,0,23.00,037,018
10049,35185,64197,10.11.2014,0,6.30,014,009
10050,34289,526219,12.11.2014,0,23.00,037,018
10051,35178,64198,11.11.2014,0,6.30,014,009
10052,34282,526220,12.11.2014,0,23.00,037,018
10053,35186,64199,10.11.2014,0,6.30,014,009
10054,35044,526223,13.11.2014,0,23.00,014,018
10055,35187,64200,10.11.2014,0,6.30,014,009
10056,35065,526224,17.11.2014,0,23.00,014,018
10057,35172,64212,10.11.2014,0,6.30,014,009
10058,34247,526225,13.11.2014,0,23.00,037,024
10059,35173,64213,10.11.2014,0,6.30,014,009
10060,34313,526226,13.11.2014,0,23.00,037,018
10061,35174,64214,10.11.2014,0,6.30,014,009
10062,34278,526228,13.11.2014,0,23.00,037,018
10063,35175,64215,10.11.2014,0,6.30,014,009
10064,34314,526230,13.11.2014,0,23.00,037,018
10065,35176,64216,11.11.2014,0,6.30,014,009
10066,35056,526237,15.11.2014,0,23.00,014,018
10067,35177,64217,11.11.2014,0,6.30,014,009
10068,35605,526239,19.11.2014,0,23.00,014,018
10069,35181,64218,10.11.2014,0,6.30,014,009
10070,35060,526240,17.11.2014,0,23.00,014,018
10071,35182,64219,10.11.2014,0,6.30,014,009
10072,35063,526241,17.11.2014,0,23.00,014,018
10073,37049,29264928,10.11.2014,0,6.30,037,009
10074,32159,526680,24.10.2014,1,23.00,063,028
10075,35719,64247,6.11.2014,0,6.30,014,008
10076,32161,526710,24.10.2014,1,23.00,063,028
10077,37050,74320343,10.11.2014,0,6.30,037,009
10078,32241,526715,23.10.2014,1,23.00,063,028
10079,37326,64280,3.11.2014,0,6.30,037,064
10080,32894,526745,28.10.2014,1,23.00,063,028
10081,37328,64281,10.11.2014,0,6.30,037,064
10082,33371,526748,29.10.2014,1,23.00,107,028
10083,40894,64435,15.12.2014,0,6.30,037,031
10084,33166,526749,6.11.2014,0,23.00,037,028
10085,40896,64436,16.12.2014,0,6.30,037,031
10086,33161,526771,30.10.2014,1,23.00,063,028
10087,40973,64440,23.12.2014,0,6.30,037,022
10088,32319,526772,30.10.2014,0,23.00,037,028
10089,143,64459,7.1.2015,0,6.30,037,075
10090,33450,526832,4.11.2014,1,23.00,063,028
10091,30350,9000088,10.10.2014,0,59.60,037,005
10092,33449,526840,4.11.2014,1,23.00,063,028
10093,30388,9003802,14.10.2014,0,583.70,037,067
10094,33537,526846,10.11.2014,0,23.00,037,028
10095,30391,9000845,14.10.2014,0,58.70,037,009
10096,995,526847,7.1.2015,2,23.00,063,075
10097,33215,47328304,5.11.2014,0,58.70,037,011
10098,137,526853,7.1.2015,0,23.00,037,075
10099,29803,75422824,6.10.2014,0,58.70,037,067
10100,32950,526866,5.11.2014,0,23.00,037,028
10101,34226,526867,5.11.2014,1,23.00,107,028
10102,31194,526870,14.10.2014,1,23.00,063,028
10103,30436,526878,14.10.2014,0,23.00,037,028
10104,31195,526881,14.10.2014,1,23.00,063,028
10105,31135,526895,15.10.2014,1,23.00,063,028
10106,30996,526917,16.10.2014,1,23.00,063,028
10107,31807,526924,22.10.2014,1,23.00,063,007
10108,34465,527005,14.11.2014,0,23.00,014,013
10109,35649,527027,20.11.2014,0,23.00,014,013
10110,35648,527031,20.11.2014,0,23.00,014,013
10111,36236,527034,21.11.2014,0,23.00,014,013
10112,36239,527039,21.11.2014,0,23.00,014,013
10113,36241,527040,21.11.2014,0,23.00,014,013
10114,36242,527044,21.11.2014,0,23.00,014,013
10115,36243,527045,21.11.2014,0,23.00,014,013
10116,36240,527054,21.11.2014,0,23.00,014,013
10117,37006,527249,28.11.2014,0,23.00,037,031
10118,35343,98513126,18.11.2014,0,23.00,014,031
10119,31357,538144,16.10.2014,1,23.00,063,007
10120,1801,538567,21.1.2015,0,23.00,037,009
10121,35054,538594,15.11.2014,0,23.00,014,018
10122,36220,538620,25.11.2014,0,23.00,014,018
10123,35051,538623,14.11.2014,0,23.00,014,018
10124,35046,538624,14.11.2014,0,23.00,014,018
10125,35602,538625,18.11.2014,0,23.00,014,018
10126,35604,538627,19.11.2014,0,23.00,014,018
10127,35062,538628,17.11.2014,0,23.00,014,018
10128,35061,538629,17.11.2014,0,23.00,014,018
10129,33511,538633,6.11.2014,0,23.00,037,018
10130,33514,538634,6.11.2014,0,23.00,037,018
10131,33515,538635,6.11.2014,0,23.00,037,018
10132,33509,538636,6.11.2014,0,23.00,037,018
10133,33522,538637,7.11.2014,0,23.00,037,018
10134,33521,538638,7.11.2014,0,23.00,037,018
10135,33519,538639,7.11.2014,0,23.00,037,018
10136,33532,538643,10.11.2014,0,23.00,037,018
10137,34265,538647,11.11.2014,0,23.00,037,018
10138,34273,538649,11.11.2014,0,23.00,037,018
10139,31888,538923,21.10.2014,1,23.00,063,075
10140,39226,538995,12.12.2014,2,23.00,107,021
10141,39225,538997,12.12.2014,2,23.00,107,021
10142,39129,538999,15.12.2014,0,23.00,037,021
10143,39789,539003,15.12.2014,1,23.00,063,021
10144,39951,539010,17.12.2014,1,23.00,107,021
10145,39500,539011,16.12.2014,0,23.00,037,021
10146,35933,539204,20.11.2014,1,23.00,063,021
10147,39996,539213,17.12.2014,1,23.00,063,001
10148,34292,539227,12.11.2014,0,23.00,037,018
10149,35599,539228,18.11.2014,0,23.00,014,018
10150,35052,539231,14.11.2014,0,23.00,014,018
10151,39499,539249,16.12.2014,0,23.00,037,021
10152,37004,539291,28.11.2014,0,23.00,038,031
10153,1384,539299,19.1.2015,0,23.00,037,009
10154,39184,539336,15.12.2014,0,23.00,037,013
10155,1396,539356,19.1.2015,0,23.00,037,007
10156,1563,539369,16.1.2015,1,23.00,063,021
10157,1704,539374,20.1.2015,0,23.00,037,021
10158,1128,539385,12.1.2015,1,23.00,063,042
10159,35436,539518,18.11.2014,2,23.00,063,005
10160,39950,539563,17.12.2014,1,23.00,107,021
10161,33874,539580,12.11.2014,0,23.00,037,005
10162,35047,539594,14.11.2014,0,23.00,014,018
10163,33530,539595,10.11.2014,0,23.00,037,018
10164,34905,539864,12.11.2014,1,23.00,063,005
10165,33873,539866,12.11.2014,0,23.00,037,005
10166,38093,540006,2.12.2014,0,23.00,037,018
10167,33504,540030,10.11.2014,0,23.00,037,005
10168,33324,540053,6.11.2014,0,23.00,037,031
10169,33327,540054,7.11.2014,0,23.00,037,031
10170,34792,540065,11.11.2014,1,23.00,107,031
10171,37266,540094,1.12.2014,1,23.00,063,028
10172,37358,540095,2.12.2014,1,23.00,107,028
10173,37356,540096,2.12.2014,1,23.00,107,028
10174,37278,540097,1.12.2014,1,23.00,063,028
10175,37276,540098,1.12.2014,1,23.00,063,028
10176,37265,540099,1.12.2014,1,23.00,063,028
10177,37366,540101,2.12.2014,1,23.00,107,028
10178,37458,540102,2.12.2014,0,23.00,037,028
10179,36705,540104,27.11.2014,0,23.00,063,028
10180,38613,540107,10.12.2014,0,23.00,037,028
10181,36702,540110,27.11.2014,0,23.00,063,028
10182,36676,540111,27.11.2014,1,23.00,063,028
10183,36672,540112,27.11.2014,1,23.00,063,028
10184,36679,540119,27.11.2014,1,23.00,063,028
10185,36827,540121,26.11.2014,1,23.00,107,028
10186,36675,540123,27.11.2014,1,23.00,063,028
10187,36387,540124,26.11.2014,0,23.00,014,028
10188,36671,540125,27.11.2014,1,23.00,063,028
10189,35610,540169,19.11.2014,0,23.00,014,018
10190,36960,540173,26.11.2014,0,23.00,037,018
10191,36214,540175,25.11.2014,0,23.00,014,018
10192,36962,540176,26.11.2014,0,23.00,037,018
10193,34267,540188,11.11.2014,0,23.00,037,018
10194,1718,540189,15.1.2015,0,23.00,037,018
10195,33236,540193,6.11.2014,0,23.00,037,024
10196,33235,540194,6.11.2014,0,23.00,037,024
10197,33300,540197,7.11.2014,0,23.00,037,024
10198,33770,64146,4.11.2014,1,23.00,107,024
10199,33667,540198,11.11.2014,0,23.00,037,024
10200,33798,540200,12.11.2014,0,23.00,037,024
10201,33888,540255,12.11.2014,0,23.00,037,013
10202,35234,540262,17.11.2014,1,23.00,063,024
10203,35192,540267,18.11.2014,2,23.00,063,024
10204,1630,540276,15.1.2015,2,23.00,063,024
10205,35833,540277,19.11.2014,1,23.00,107,024
10206,35687,540279,21.11.2014,0,23.00,014,024
10207,29601,540327,6.10.2014,0,23.00,037,001
10208,34197,540330,10.11.2014,0,23.00,037,031
10209,38719,540516,9.12.2014,2,23.00,063,021
10210,33468,540552,4.11.2014,1,23.00,063,027
10211,37159,540575,25.11.2014,1,23.00,107,031
10212,1003,540576,7.1.2015,1,23.00,063,009
10213,36948,540598,25.11.2014,0,23.00,037,018
10214,30767,540611,13.10.2014,1,23.00,063,031
10215,39954,540648,17.12.2014,1,23.00,107,021
10216,38767,541035,8.12.2014,1,23.00,063,042
10217,31642,541053,24.10.2014,0,23.00,035,001
10218,34432,541073,14.11.2014,0,23.00,037,009
10219,39107,541076,11.12.2014,1,23.00,107,042
10220,32849,541077,4.11.2014,0,23.00,037,017
10221,40149,541083,18.12.2014,1,23.00,063,042
10222,40017,541084,18.12.2014,0,23.00,037,042
10223,33084,541099,27.10.2014,1,23.00,107,001
10224,33093,541100,27.10.2014,1,23.00,107,001
10225,33309,541101,7.11.2014,0,23.00,037,001
10226,39054,541152,11.12.2014,1,23.00,107,001
10227,36271,541160,25.11.2014,0,23.00,014,042
10228,36531,541162,25.11.2014,1,23.00,063,042
10229,30745,541177,16.10.2014,0,23.00,037,021
10230,39788,541415,15.12.2014,1,23.00,063,021
10231,39791,541421,16.12.2014,1,23.00,063,021
10232,1815,541510,21.1.2015,0,23.00,037,007
10233,32307,541553,23.10.2014,2,23.00,063,021
10234,30431,541555,14.10.2014,0,23.00,037,021
10235,37443,541571,2.12.2014,0,23.00,037,001
10236,37320,541573,1.12.2014,1,23.00,063,001
10237,37381,541574,1.12.2014,1,23.00,063,001
10238,37442,541576,2.12.2014,0,23.00,037,001
10239,37407,541577,2.12.2014,1,23.00,107,001
10240,37411,541578,2.12.2014,1,23.00,107,001
10241,1183,541589,9.1.2015,1,23.00,063,009
10242,34895,541605,12.11.2014,1,23.00,063,024
10243,33550,541950,10.11.2014,0,23.00,037,024
10244,845,541954,14.1.2015,0,23.00,037,007
10245,35194,542373,18.11.2014,1,23.00,063,024
10246,514,542374,13.1.2015,0,23.00,037,024
10247,29391,542442,2.10.2014,0,23.00,037,075
10248,30337,542606,13.10.2014,0,23.00,037,024
10249,37177,542631,28.11.2014,1,23.00,108,042
10250,37412,542632,2.12.2014,2,23.00,107,001
10251,37723,542634,3.12.2014,0,23.00,037,001
10252,37406,542635,2.12.2014,1,23.00,107,001
10253,37410,542636,2.12.2014,1,23.00,107,001
10254,37385,542641,1.12.2014,1,23.00,063,001
10255,1300,542650,8.1.2015,1,23.00,063,072
10256,31134,542679,15.10.2014,1,23.00,063,028
10257,31273,542682,20.10.2014,1,23.00,063,075
10258,35106,542965,13.11.2014,1,23.00,107,005
10259,34391,543280,5.11.2014,1,23.00,107,001
10260,41200,543286,29.12.2014,1,23.00,063,075
10261,31662,543301,23.10.2014,0,23.00,035,007
10262,34983,543307,17.11.2014,0,23.00,014,027
10263,32309,543455,23.10.2014,2,23.00,063,021
10264,40642,543479,23.12.2014,0,23.00,037,005
10265,38279,543536,8.12.2014,0,23.00,037,001
10266,37452,543538,2.12.2014,0,23.00,037,001
10267,32965,543605,5.11.2014,0,23.00,037,022
10268,40846,543662,29.12.2014,0,23.00,037,027
10269,35311,543682,19.11.2014,0,23.00,014,024
10270,272,543683,9.1.2015,0,23.00,037,024
10271,1133,543781,12.1.2015,1,23.00,063,075
10272,33329,543816,5.11.2014,0,23.00,037,031
10273,37441,543926,2.12.2014,0,23.00,037,001
10274,37444,543927,2.12.2014,0,23.00,037,001
10275,37446,543928,2.12.2014,0,23.00,037,001
10276,39948,544231,17.12.2014,1,23.00,107,021
10277,38901,544234,12.12.2014,0,23.00,037,021
10278,34303,545093,11.11.2014,0,23.00,037,018
10279,34302,545097,12.11.2014,0,23.00,037,018
10280,34299,545103,12.11.2014,0,23.00,037,018
10281,34271,545104,11.11.2014,0,23.00,037,018
10282,33534,545107,10.11.2014,0,23.00,037,018
10283,34268,545109,11.11.2014,0,23.00,037,018
10284,34263,545110,11.11.2014,0,23.00,037,018
10285,33507,545111,6.11.2014,0,23.00,037,018
10286,33520,545114,7.11.2014,0,23.00,037,018
10287,33526,545115,10.11.2014,0,23.00,037,018
10288,35049,545118,14.11.2014,0,23.00,014,018
10289,35995,545119,21.11.2014,1,23.00,063,024
10290,34291,545122,12.11.2014,0,23.00,037,018
10291,34294,545123,12.11.2014,0,23.00,037,018
10292,34284,545124,12.11.2014,0,23.00,037,018
10293,37367,545128,2.12.2014,1,23.00,107,028
10294,35037,545212,17.11.2014,0,23.00,014,013
10295,35039,545214,17.11.2014,0,23.00,014,013
10296,35122,545216,18.11.2014,0,23.00,014,013
10297,35123,545217,18.11.2014,0,23.00,014,013
10298,35129,545218,18.11.2014,0,23.00,014,013
10299,35125,545219,18.11.2014,0,23.00,014,013
10300,39401,545222,15.12.2014,1,23.00,107,028
10301,38388,545223,8.12.2014,1,23.00,107,028
10302,38668,545224,9.12.2014,1,23.00,063,028
10303,38617,545229,10.12.2014,0,23.00,037,028
10304,38445,545233,4.12.2014,0,23.00,037,028
10305,35326,545234,19.11.2014,0,23.00,014,013
10306,35038,545235,17.11.2014,0,23.00,014,013
10307,35128,545236,18.11.2014,0,23.00,014,013
10308,35121,545238,18.11.2014,0,23.00,014,013
10309,36254,545240,25.11.2014,0,23.00,014,013
10310,35124,545241,18.11.2014,0,23.00,014,013
10311,31967,545291,28.10.2014,0,23.00,014,018
10312,35322,545471,19.11.2014,0,23.00,014,013
10313,35327,545472,19.11.2014,0,23.00,014,013
10314,35323,545473,19.11.2014,0,23.00,014,013
10315,35328,545475,19.11.2014,0,23.00,014,013
10316,35127,545477,18.11.2014,0,23.00,014,013
10317,35647,545478,20.11.2014,0,23.00,014,013
10318,35645,545479,20.11.2014,0,23.00,014,013
10319,36258,545480,25.11.2014,0,23.00,014,013
10320,35651,545481,20.11.2014,0,23.00,014,013
10321,33782,545485,6.11.2014,2,23.00,107,024
10322,39885,545488,17.12.2014,2,23.00,107,024
10323,37948,545492,5.12.2014,0,23.00,037,028
10324,38387,545495,8.12.2014,1,23.00,107,028
10325,38386,545497,8.12.2014,1,23.00,107,028
10326,39889,545506,17.12.2014,1,23.00,107,024
10327,32767,545606,4.11.2014,0,23.00,037,009
10328,33508,545624,6.11.2014,0,23.00,037,018
10329,31923,545821,17.10.2014,1,23.00,063,022
10330,34095,545872,7.11.2014,2,23.00,063,024
10331,33302,545873,7.11.2014,0,23.00,037,024
10332,37439,545975,1.12.2014,0,23.00,037,001
10333,37391,545976,1.12.2014,1,23.00,063,001
10334,37413,545977,2.12.2014,1,23.00,107,001
10335,33551,546131,10.11.2014,0,23.00,037,024
10336,34707,546132,10.11.2014,1,23.00,107,024
10337,33664,546133,11.11.2014,0,23.00,037,024
10338,34722,546134,11.11.2014,1,23.00,107,024
10339,33238,546136,6.11.2014,0,23.00,037,024
10340,38667,546333,9.12.2014,1,23.00,063,028
10341,31815,546502,22.10.2014,1,23.00,063,028
10342,37026,546527,25.11.2014,0,23.00,037,031
10343,38471,546534,9.12.2014,0,23.00,037,021
10344,38100,546540,2.12.2014,0,23.00,037,018
10345,32232,546596,23.10.2014,1,23.00,063,075
10346,74,546963,5.1.2015,0,23.00,037,007
10347,1507,547519,12.1.2015,1,23.00,063,021
10348,37881,547521,4.12.2014,0,23.00,037,005
10349,35650,547626,20.11.2014,0,23.00,014,013
10350,34463,547627,14.11.2014,0,23.00,014,013
10351,33797,547635,12.11.2014,0,23.00,037,024
10352,30503,548149,13.10.2014,1,23.00,063,027
10353,37993,548460,4.12.2014,0,23.00,037,018
10354,36914,548471,27.11.2014,1,23.00,063,042
10355,356,548846,9.1.2015,0,23.00,037,072
10356,37027,548912,25.11.2014,0,23.00,037,031
10357,32831,549028,3.11.2014,0,23.00,037,022
10358,37738,549090,3.12.2014,0,23.00,037,005
10359,39507,549090,16.12.2014,0,23.00,037,005
10360,40269,549138,19.12.2014,0,23.00,037,021
10361,40268,549150,19.12.2014,0,23.00,037,021
10362,36824,549335,26.11.2014,1,23.00,107,028
10363,32250,549420,23.10.2014,2,23.00,063,027
10364,40497,549553,12.12.2014,0,23.00,037,072
10365,38109,549624,5.12.2014,0,23.00,037,013
10366,33730,550048,3.11.2014,1,23.00,063,001
10367,30160,550214,10.10.2014,0,23.00,037,021
10368,38050,550251,4.12.2014,1,23.00,063,001
10369,38045,550252,3.12.2014,1,23.00,063,001
10370,36175,550275,24.11.2014,1,23.00,107,031
10371,132,550452,7.1.2015,0,23.00,037,013
10372,35321,550658,19.11.2014,0,23.00,014,013
10373,38281,550659,8.12.2014,0,23.00,037,028
10374,38385,550662,8.12.2014,1,23.00,107,028
10375,851,550663,15.1.2015,0,23.00,037,007
10376,38282,550664,8.12.2014,0,23.00,037,028
10377,38383,550665,8.12.2014,1,23.00,107,028
10378,33642,550667,11.11.2014,0,23.00,037,013
10379,35653,550669,20.11.2014,0,23.00,014,013
10380,36303,550674,24.11.2014,0,23.00,014,031
10381,38053,550743,4.12.2014,1,23.00,063,001
10382,37827,550744,4.12.2014,0,23.00,037,001
10383,35325,550782,19.11.2014,0,23.00,014,013
10384,33644,550783,11.11.2014,0,23.00,037,013
10385,38033,550788,5.12.2014,1,23.00,107,028
10386,31279,550939,20.10.2014,1,23.00,063,027
10387,278,550951,8.1.2015,0,23.00,037,072
10388,32183,550973,29.10.2014,0,23.00,037,005
10389,33288,550974,29.10.2014,1,23.00,108,005
10390,32738,551422,24.10.2014,1,23.00,063,021
10391,36792,551488,26.11.2014,1,23.00,107,001
10392,36425,551489,26.11.2014,0,23.00,014,001
10393,36427,551490,26.11.2014,0,23.00,014,001
10394,34261,551657,6.11.2014,1,23.00,063,001
10395,34259,551659,6.11.2014,1,23.00,063,001
10396,36743,551793,26.11.2014,0,23.00,063,038
10397,39946,551824,18.12.2014,1,23.00,063,024
10398,38486,551825,9.12.2014,0,23.00,037,024
10399,40255,551838,19.12.2014,0,23.00,037,072
10400,39333,552024,15.12.2014,0,23.00,037,005
10401,40795,552039,22.12.2014,1,23.00,107,024
10402,39238,552046,12.12.2014,1,23.00,107,027
10403,35447,552047,18.11.2014,1,23.00,063,028
10404,31416,552088,22.10.2014,0,23.00,037,028
10405,532,552108,6.1.2015,1,23.00,063,021
10406,33809,552257,6.11.2014,1,23.00,107,009
10407,30440,552275,8.10.2014,1,23.00,063,075
10408,1826,552328,21.1.2015,0,23.00,037,001
10409,33410,552366,4.11.2014,1,23.00,063,007
10410,30863,552414,13.10.2014,1,23.00,063,015
10411,31761,552439,23.10.2014,1,23.00,063,008
10412,34495,552551,14.11.2014,0,23.00,014,005
10413,32770,552773,4.11.2014,0,23.00,037,009
10414,38327,552858,8.12.2014,0,23.00,037,024
10415,1105,553076,12.1.2015,1,23.00,063,027
10416,1104,553077,12.1.2015,1,23.00,063,027
10417,33553,553159,10.11.2014,0,23.00,037,024
10418,31652,553221,24.10.2014,0,23.00,035,075
10419,1245,553253,16.1.2015,0,23.00,037,027
10420,897,553254,15.1.2015,0,23.00,037,027
10421,31131,553404,15.10.2014,1,23.00,063,001
10422,40097,553450,18.12.2014,1,23.00,063,027
10423,34900,553507,12.11.2014,1,23.00,063,024
10424,33542,553509,10.11.2014,0,23.00,037,022
10425,31477,553539,22.10.2014,0,23.00,037,028
10426,34213,553547,13.11.2014,0,23.00,037,009
10427,31445,553559,22.10.2014,0,23.00,037,001
10428,33240,553588,6.11.2014,0,23.00,037,024
10429,33128,553596,3.11.2014,1,23.00,063,028
10430,32188,553667,29.10.2014,0,23.00,037,005
10431,36277,553673,24.11.2014,0,23.00,014,021
10432,602,553933,5.1.2015,1,23.00,063,005
10433,33411,553943,4.11.2014,1,23.00,063,007
10434,38991,554110,10.12.2014,2,23.00,107,075
10435,40105,554113,18.12.2014,1,23.00,063,027
10436,684,554115,14.1.2015,0,23.00,037,027
10437,40431,554133,22.12.2014,1,23.00,107,001
10438,33322,554148,6.11.2014,0,23.00,037,031
10439,40700,554154,23.12.2014,0,23.00,037,001
10440,35201,554196,18.11.2014,1,23.00,063,075
10441,30732,554206,13.10.2014,2,23.00,063,024
10442,844,554207,8.1.2015,1,23.00,063,027
10443,37497,554232,2.12.2014,0,23.00,037,024
10444,30971,554293,17.10.2014,0,23.00,037,007
10445,39324,554420,15.12.2014,1,23.00,107,031
10446,36636,554458,26.11.2014,1,23.00,063,038
10447,36422,554529,25.11.2014,0,23.00,014,038
10448,41147,554583,30.12.2014,1,23.00,063,027
10449,34766,554604,12.11.2014,1,23.00,063,007
10450,39712,554646,17.12.2014,0,23.00,037,005
10451,32629,554937,29.10.2014,0,23.00,037,007
10452,283,554958,8.1.2015,0,23.00,037,072
10453,29643,554963,2.10.2014,1,23.00,063,075
10454,1520,554975,12.1.2015,1,23.00,063,001
10455,1517,554977,12.1.2015,1,23.00,063,001
10456,1515,554978,12.1.2015,1,23.00,063,001
10457,370,554979,12.1.2015,0,23.00,037,001
10458,298,554980,9.1.2015,0,23.00,037,072
10459,297,554982,9.1.2015,0,23.00,037,072
10460,41132,554986,31.12.2014,1,23.00,063,072
10461,357,554987,9.1.2015,0,23.00,037,072
10462,40527,554990,22.12.2014,1,23.00,107,072
10463,299,554992,9.1.2015,0,23.00,037,072
10464,1296,554993,5.1.2015,1,23.00,063,072
10465,22,554995,5.1.2015,0,23.00,037,072
10466,302,554996,9.1.2015,0,23.00,037,072
10467,23,554997,5.1.2015,0,23.00,037,072
10468,296,554998,9.1.2015,0,23.00,037,072
10469,39816,555001,16.12.2014,1,23.00,063,001
10470,39125,555002,15.12.2014,0,23.00,037,001
10471,39338,555003,15.12.2014,1,23.00,107,001
10472,39334,555004,15.12.2014,1,23.00,107,001
10473,39128,555005,15.12.2014,0,23.00,037,001
10474,39332,555007,15.12.2014,1,23.00,107,001
10475,40748,555010,24.12.2014,1,23.00,107,001
10476,39519,555012,16.12.2014,0,23.00,037,001
10477,39815,555013,16.12.2014,1,23.00,063,001
10478,39337,555014,15.12.2014,1,23.00,107,001
10479,39339,555015,15.12.2014,1,23.00,107,001
10480,41148,555063,30.12.2014,2,23.00,063,027
10481,25,555074,5.1.2015,0,23.00,037,072
10482,848,555093,14.1.2015,0,23.00,037,007
10483,38097,555102,2.12.2014,0,23.00,037,018
10484,647,555121,5.1.2015,1,23.00,063,028
10485,29883,555520,3.10.2014,1,23.00,063,026
10486,36157,555536,24.11.2014,1,23.00,107,028
10487,31541,555669,16.10.2014,2,23.00,063,075
10488,40019,555672,18.12.2014,0,23.00,037,042
10489,29776,555687,6.10.2014,0,23.00,037,075
10490,33795,555706,12.11.2014,0,23.00,037,024
10491,35609,555720,19.11.2014,0,23.00,014,018
10492,36957,555721,26.11.2014,0,23.00,037,018
10493,31370,555724,22.10.2014,0,23.00,037,024
10494,658,555737,5.1.2015,1,23.00,063,001
10495,34901,555740,12.11.2014,1,23.00,063,024
10496,36217,555741,25.11.2014,0,23.00,014,018
10497,35053,555788,14.11.2014,0,23.00,014,018
10498,35050,555789,14.11.2014,0,23.00,014,018
10499,34720,555791,11.11.2014,2,23.00,107,024
10500,33796,555795,12.11.2014,0,23.00,037,024
10501,36207,555799,24.11.2014,0,23.00,014,018
10502,1017,555859,7.1.2015,1,23.00,063,001
10503,1510,555860,12.1.2015,1,23.00,063,001
